2B1k3/1P1R3P/8/8/6B1/8/6P1/7K b - - 0 62,e8f8
7B/8/6K1/2B2P2/1P2k3/6P1/8/8 w - - 1 56,h8d4
2B5/1B5k/5K2/8/6Q1/8/8/8 w - - 34 86,g4h5
B7/8/8/4k2p/P6P/1R5B/2P2PP1/6K1 w - - 1 43,h3d7
6k1/7p/6p1/8/r7/r3K3/4b3/5b2 w - - 4 53,e3d2
5R2/r4B1K/3k4/3B3P/2P5/8/8/8 w - - 5 74,h5h6
5R1r/5BK1/8/2kB4/2P5/8/8/8 w - - 0 78,f8h8
8/8/4p3/b5b1/4p3/6k1/4K3/n7 b - - 13 65,g5f4
8/8/8/8/3b4/6b1/6Kp/4k3 w - - 14 78,g2h1
8/8/8/1pk5/p6r/1p6/1K2b3/5b2 b - - 7 60,h4h6
8/8/8/3k1K2/8/Bp2Q3/8/2B5 w - - 1 56,f5g4
rn2kb1r/5ppp/5n2/8/2Kp4/4PP2/6PP/b7 w kq - 0 26,f3f4
8/8/8/4pkpp/5p1b/4b2P/4K3/8 w - - 0 63,e2f3
8/2k5/8/3K2B1/8/B1Q5/8/8 b - - 54 85,c7d7
8/6b1/8/6b1/4p3/4k3/K7/n3r3 w - - 2 94,a2a3
4B3/8/8/8/Q1Bk3p/P6K/1P6/8 b - - 0 60,d4e5
8/8/3K4/k1NB4/1pB5/1P6/2P5/8 b - - 0 52,a5b6
8/8/7B/8/4p1k1/3b2p1/2p5/5bK1 b - - 1 58,f1h3
K7/8/8/3B2b1/3k4/2b5/3n3p/1rn5 b - - 5 69,d4d5
7b/8/8/8/3b1K2/8/2q5/2k5 b - - 7 68,h8g7
r5k1/6pp/1R6/8/1B2P3/1P4P1/1b3P1P/q1b2RK1 w - - 0 37,b6c6
8/5pkp/1p4pb/4p3/pbK5/8/7P/8 b - - 3 53,b4c5
B7/2p5/3p4/3B2k1/P1P5/5R2/7P/R5K1 b - - 2 43,g5h6
4n1k1/pp3p2/3b3P/1p6/8/8/q7/2b3K1 b - - 0 37,g8h8
2B5/7N/2RP4/7B/6P1/8/4KP1k/8 b - - 0 49,h2h3
8/8/1b6/p2K4/1q1b4/5p2/6k1/8 b - - 9 81,g2h3
7B/8/6R1/4Bk2/5P2/2P5/2K3P1/8 w - - 5 50,g6g3
8/8/8/p7/Pk6/6Kb/3r4/2r2b2 b - - 14 61,h3g4
8/5B2/3kR1B1/8/2K5/8/8/8 b - - 22 69,d6d7
r7/ppp2k2/8/4rb1P/3K4/8/P7/5b2 b - - 1 37,f7f6
4B3/8/1p6/p1p2R2/1k6/1B1P3P/PrP3PK/8 b - - 2 39,b4a3
6k1/8/3K4/5b2/8/8/8/q4n1b b - - 1 60,h1g2
8/3b4/2b5/8/2r5/8/8/2krK3 w - - 16 76,e1f2
8/8/8/4p1p1/5bK1/1k3P2/8/b7 b - - 1 46,b3c2
8/5k2/Kp1n4/p1b5/Pb6/8/8/7q b - - 9 48,h1h8
8/5p2/3kp3/3p2pp/4rb2/5K2/8/2b5 w - - 0 42,f3g2
8/8/8/8/1pk5/p2b4/Kp5r/5b2 b - - 7 66,h2c2
8/5B1k/5K2/5R2/8/8/B7/8 w - - 57 87,f7h5
8/8/2rk4/8/8/8/K1p5/b5b1 b - - 1 58,g1h2
6k1/5p2/2K2b2/8/8/3q4/8/6br b - - 3 60,h1h8
4n1k1/pp3p2/3b3b/8/8/8/qp6/3K4 w - - 0 41,d1e2
8/1b1r4/1Pb5/2K3k1/5p2/8/8/8 b - - 1 48,g5h6
6k1/8/1p1q4/2b5/6K1/8/8/b7 w - - 0 56,g4h5
4r3/5k1p/8/8/3n3p/8/3K1b2/b7 w - - 0 36,d2d3
2k5/p1p1K3/1p6/1r6/8/2b5/8/6bn b - - 1 53,h1f2
5R1B/4Q3/5B2/5k2/8/8/P4K2/8 b - - 10 59,f5g6
8/8/8/8/5p2/7K/5k2/4b1b1 w - - 0 71,h3g4
8/8/2BR4/P2B4/2P3k1/5R2/7P/6K1 b - - 0 50,g4h5
3B3r/1k5p/3Q2pb/r1B2p2/2p5/4P2P/P4PP1/1R3RK1 b - - 4 36,b7c8
B6k/1Q6/8/1B6/5RNp/P6P/5P2/6K1 w - - 3 41,g4h2
8/8/1b6/p3q3/3bK3/5p2/6k1/8 w - - 12 83,e4d3
6k1/8/8/7p/8/r5p1/4b3/r4bK1 b - - 1 65,h5h4
1NB5/8/4R3/3R4/2k5/5BK1/8/8 w - - 15 61,g3h4
8/6k1/6B1/7K/5PB1/8/8/8 b - - 6 62,g7h8
1NB3B1/8/P5P1/2k5/6P1/3K4/7Q/8 b - - 0 56,c5b6
8/8/1p6/2b5/8/pB6/K2k4/6b1 w - - 8 60,b3d5
6k1/R7/1P3B2/4B1P1/4P3/3PK3/8/8 b - - 12 56,g8f8
8/1b1r4/1Pb5/6k1/2K5/5p2/8/8 b - - 1 49,g5h6
8/2N5/5B2/p7/P7/2K4k/1B6/2Q2R2 w - - 5 46,f6h8
2k2B2/p5P1/1p1ppB2/2p5/4K3/2P5/PP1N4/8 w - - 0 39,f8d6
3B1B2/8/8/6KP/6P1/7k/8/8 b - - 0 55,h3g3
8/7K/8/4k1q1/8/8/8/2b1b3 w - - 64 97,h7h8
8/p7/2k5/8/3b4/8/5p2/b3K3 w - - 0 56,e1e2
8/8/8/8/1k2K3/8/4QB2/2B5 w - - 29 73,f2h4
3B4/2B2R2/5p1p/4n1pk/1p2P3/1P6/K4P1P/8 w - - 1 43,f7f6
1B2R1N1/1k6/7Q/P2K4/7R/8/3B4/8 w - - 7 63,h6h8
1B1qkb1r/3b1ppp/2n1pn2/1r1p4/3P4/4P3/5PPP/2BQK1NR b Kk - 0 13,f8b4
2B5/8/3R4/4k2p/5n2/3B3P/2PK2P1/8 w - - 3 47,d6b6
8/8/1k6/5K2/4R3/8/5bPP/R3b3 w - - 0 49,e4e1
8/8/B2K4/k2B4/1p2N3/1P6/2P5/8 b - - 4 54,a5a6
8/7K/8/4k1q1/8/8/8/2b1b3 w - - 56 93,h7h8
6B1/8/4Bk2/3RpP2/2P1K3/1P6/P7/8 b - - 1 52,f6g7
8/8/8/3b4/2b5/3k4/RK6/8 b - - 0 86,c4a2
Q4RB1/7B/8/7R/4K3/6kP/8/8 w - - 1 68,h7g6
rn2k2r/5ppp/8/4p3/3n4/8/1q6/b1b4K w kq - 0 52,h1g1
rn2kbn1/8/4q3/3r4/8/2K5/8/6b1 w - - 0 92,c3c4
8/6K1/8/4kq2/5b2/8/8/4b3 w - - 50 90,g7h8
5B2/3PP2P/4N3/2Q5/2N5/8/1B4k1/4K3 b - - 0 55,g2h3
8/8/8/3b4/2b2k2/4p3/pK1R4/6R1 w - - 0 79,d2h2
6Br/1b5p/2N3nn/p1bpp3/P1k3p1/R7/3KNP1R/5B2 b - - 1 48,c5a3
8/1p2k3/8/1p6/p7/7r/3Kb3/5b2 b - - 3 54,h3h7
8/4k2p/8/8/4pq2/7p/8/3b1bK1 b - - 1 62,h7h6
8/1B6/8/3k3p/4Rn2/3B3P/2PK2P1/8 b - - 8 49,d5d6
4n1k1/pp3p2/3b3b/1p6/8/8/q7/5K2 b - - 1 38,h6g7
8/8/4Kb2/8/5b2/3qk3/8/8 w - - 36 83,e6f7
1rB5/5p2/5k1p/p2p1p2/nb6/4P3/4KPPP/R4B1R b - - 2 26,a4c3
2k2B2/p1p3P1/1p1ppB2/8/4K3/2P5/PP1N4/8 b - - 1 38,e6e5
1q4kn/6nb/6br/8/K7/8/8/8 b - - 3 74,h8f7
3B4/8/5P2/2b4p/k7/8/6PB/6K1 w - - 1 54,g1h1
2k5/2p1K3/1p6/8/8/1rb5/2n5/6bn w - - 2 60,e7e6
7k/P7/2B1R1P1/3B4/8/8/8/6K1 w - - 1 55,g6g7
8/8/8/8/1r4Kp/6b1/2k5/b7 w - - 2 61,g4h3
8/8/8/5p2/4b2p/2k1K2P/2bp4/8 b - - 0 65,f5f4
8/1kp1r1b1/1pn5/1K5p/8/7P/8/3Rb3 b - - 5 65,e7e5
5B2/4P2P/8/2Q5/2NN4/3P4/1B6/4K1k1 w - - 1 51,h7h8r
7B/1K6/4k3/4Q1B1/8/8/8/8 b - - 9 68,e6f7
8/8/p7/6pk/6b1/3K4/P3R3/5b2 w - - 0 44,d3e3
8/8/8/2b5/2P3kp/6b1/6K1/8 w - - 8 63,g2h1
8/8/5Kp1/5b1p/6b1/6k1/8/2q5 b - - 3 67,h5h4
8/8/8/4p1b1/7b/8/1K2pk2/n7 w - - 12 83,b2c3
7B/8/8/8/4k3/5R2/3BKPP1/8 w - - 5 58,h8b2
5k2/8/5K2/3b4/1q6/8/2p5/7b w - - 0 45,f6g6
8/7p/1b6/pN6/6pk/4n3/P2K4/6b1 w - - 0 41,b5c3
2R4N/8/8/3B4/6B1/k2NQ1R1/7K/8 w - - 19 97,h8g6
3B4/5P2/8/2b4p/k7/8/6PB/7K w - - 1 56,d8c7
8/8/2b5/8/8/4k2K/5pp1/nb1n4 b - - 1 65,g2g1r
4r1k1/3N2p1/7p/p5b1/3N4/P2R4/1P3rPP/1R2b1K1 w - - 0 35,b1e1
8/p7/2k5/8/3b4/8/5p2/b4K2 b - - 1 56,a7a6
6k1/3K4/8/4q3/8/8/8/bn4bn b - - 3 63,h1g3
5b2/8/8/6b1/8/3k4/pp6/3K4 b - - 3 75,g5h6
2B5/3B4/7p/4bP2/7k/6p1/4K3/8 b - - 3 96,e5h8
7B/8/4k3/4B3/8/5K2/2N5/6R1 w - - 5 74,g1h1
7R/2P2BK1/3k4/3B4/8/8/8/8 w - - 3 87,h8h3
2k2B2/p1pp2Pb/1p2p3/4B3/8/2P2K2/PP1N4/8 b - - 0 36,c8b7
4BQ2/7p/1p6/4R3/3k4/3B4/P1p2K1P/R7 w - - 0 33,h2h4
7B/6B1/1P2kP2/6R1/8/8/8/2K5 w - - 1 57,g7h6
2B5/3B4/7p/4bPpk/8/8/2K5/8 w - - 0 93,d7e8
8/8/p4b2/P1p5/8/1K1n4/3k4/4b3 b - - 2 56,d3b2
8/6B1/2k3p1/2B4p/2P5/6P1/PP5P/R5K1 b - - 0 45,c6c5
7B/2Q5/5K2/8/8/4k1B1/R7/8 w - - 2 82,h8g7
8/1p6/3k4/2p5/1r6/8/2K5/b5b1 b - - 1 52,g1h2
5B1B/8/3N4/2P5/6K1/3k4/8/8 b - - 0 62,d3e3
N7/8/8/2P3k1/B7/8/B6P/2R2RK1 b - - 4 62,g5h6
Q7/5B1B/8/5R1R/4K3/7P/7k/8 b - - 4 69,h2h1
8/8/8/8/8/4K3/2r1p3/1b2kb2 w - - 0 64,e3f4
3B1B2/k1K5/8/8/6P1/8/8/1R6 w - - 20 80,g4g5
2B5/8/1K6/pB6/PkP5/8/8/8 w - - 7 66,c4c5
5b2/8/8/8/4p2b/8/K3pk2/n7 w - - 8 90,a2b2
5RB1/8/3k3K/3B4/2P4P/8/8/6r1 b - - 0 70,d6e5
8/4k1K1/6B1/5P2/4B3/8/8/8 b - - 8 69,e7d7
5rk1/6b1/6p1/2n2p2/p2n4/2b5/2r5/6K1 b - - 3 52,g8h8
8/8/4B3/KBP5/P7/1k6/8/8 b - - 0 68,b3c3
B7/8/P4k2/7p/7P/1R5B/2P2PP1/6K1 b - - 0 44,f6f7
8/6P1/8/2R5/3B4/1P6/1P2kB2/7K w - - 1 49,h1h2
6k1/5p2/4p2p/3p2pb/8/2K5/p7/1b2r3 b - - 9 52,h5g6
8/8/p3p3/2Kb2k1/1R6/8/7R/1b6 w - - 0 58,b4b1
2k5/2p2pp1/3bp3/8/4K1n1/3n4/2p4r/b7 b - - 1 47,h2h8
8/6pp/1K2k3/3q4/5b2/8/8/b7 b - - 5 59,h7h6
8/1p6/p4k1p/P1p5/1b2n3/2bp1n2/8/3K4 b - - 3 65,h6h5
7B/5k2/8/B5R1/5P2/8/PPP5/2K5 w - - 1 37,a2a4
8/4PQ2/8/3pB1p1/1B1P2P1/P2k4/1P6/2R3K1 w - - 3 45,g1h2
1k6/2p2p2/4b3/2q5/2P1B3/KP6/6p1/7b w - - 3 48,a3b2
1B5B/8/8/8/4K3/4P3/1PP2P2/2k5 b - - 4 63,c1d2
8/p7/1b6/8/1b6/5p2/5pk1/3K4 b - - 3 74,g2h3
7B/8/3B1PK1/8/1P2k3/6P1/8/8 w - - 3 58,f6f7
1k3r2/8/8/5pK1/8/8/3n4/brb5 b - - 1 50,f8f6
RB5Q/8/3B2R1/Nk6/8/8/8/6K1 w - - 2 52,h8h7
b7/4k3/8/8/5q2/8/7p/4K2b b - - 3 74,h1g2
6B1/8/Q1N5/1K6/P7/8/5k2/5B2 b - - 0 57,f2f1
8/4b2k/8/2b5/ppp5/3r1p2/8/2K5 w - - 0 59,c1c2
7B/3P1N2/4Q3/1k6/8/8/3B1K2/R7 w - - 1 67,h8g7
8/3b2pk/5p2/3b2r1/5K2/8/8/8 w - - 8 66,f4e3
R1B5/7p/1b4pk/1P1B4/P4P2/3b4/6PP/7K w - - 1 45,a4a5
4k3/B7/8/3pB1n1/5R2/5PK1/8/8 b - - 0 48,e8d7
6kB/R7/8/5K2/8/2B2P2/8/8 w - - 1 54,h8g7
B7/4b1R1/2P4n/p3pB2/k4P1p/3R3P/K7/8 w - - 2 72,d3b3
8/8/4N3/4B3/4K3/4P2k/7B/8 b - - 2 69,h3h4
B7/1k1p2rp/5p2/1K6/4r3/8/3RB3/4R3 b - - 0 45,b7a8
8/6b1/5b2/2p5/5kpp/8/3K4/8 w - - 0 55,d2d3
8/8/8/8/8/7b/2r1pK2/1b1k4 w - - 4 66,f2g3
8/6b1/8/6b1/4p3/K3k3/8/nr6 w - - 4 95,a3a4
B4R1N/8/2N1Q3/8/6B1/6R1/3k3K/8 b - - 6 90,d2c2
8/4B1B1/3Q4/8/6K1/1k6/8/R7 w - - 25 81,g7h8
2B5/6p1/2B5/N7/5k2/7p/5P1P/4n2K b - - 2 47,e1c2
2r5/1r2k3/P7/8/2b3N1/3p4/3K4/1q5b b - - 0 40,h1g2
6B1/8/7P/8/2B5/1N2K3/R7/4k3 w - - 1 63,h6h7
6k1/R5B1/1P6/4B1P1/4P3/3PK3/8/8 w - - 19 60,g7h8
8/8/3K4/1k6/1n6/p1b5/8/4b3 w - - 0 68,d6e7
N7/8/8/2P3k1/B7/1B6/7P/3R1RK1 b - - 0 60,g5h6
1Bk1N3/7R/6R1/8/1P6/2P4P/5PPB/6K1 w - - 1 53,h7h8
8/8/1b6/p1b5/8/5p2/2K3k1/5q2 b - - 1 77,g2h3
1NBR4/R7/5k2/8/8/5BK1/8/8 w - - 3 55,g3h4
8/8/8/2R3P1/3Bk3/1P6/1P3B2/7K w - - 3 47,h1h2
8/8/6p1/4Kb1p/6bk/8/8/2q5 b - - 1 66,h4g3
3QB3/8/k7/3B4/p6p/P6K/1P6/8 w - - 2 54,h3h4
2B5/3B4/7p/4bPpP/4k1P1/8/4K3/8 w - - 58 89,c8a6
8/8/8/8/6k1/7p/5b2/6bK b - - 1 70,h3h2
6B1/8/p7/1B2k3/4P3/2N5/PP6/2K5 b - - 0 45,a6b5
8/8/Bk1K4/3B4/1p2N3/1P6/2P5/8 w - - 5 55,e4f6
1k6/1B6/B7/KP6/2N5/8/2P5/8 w - - 1 63,c4e5
8/1K6/p3bk2/1p6/1P1p4/8/r7/5b2 w - - 0 59,b7c7
1q5n/4k1nb/6br/8/8/8/K7/8 b - - 7 76,h8f7
8/8/8/8/8/3b1kp1/4p3/2B2bK1 b - - 0 62,e2e1r
4B3/8/3k4/R6B/3K4/8/8/8 b - - 0 53,d6e6
6k1/8/p1Kp4/P7/3b1p1n/8/8/6b1 w - - 0 45,c6d6
1B6/6pk/7p/3n4/6R1/P4P2/5BPP/6K1 w - - 3 47,b8e5
8/3b2pk/4bp2/6r1/8/4K3/8/8 w - - 10 67,e3f4
8/5kb1/2p2b2/6p1/7p/8/2Kn4/8 w - - 0 50,c2d3
8/8/5K2/5N2/Bk1N4/1B6/8/8 w - - 7 81,d4e2
8/8/1kb5/p7/1p6/5b2/3K4/7n w - - 2 57,d2d3
8/8/5k1p/7P/8/6K1/b3q3/5b2 b - - 1 57,f6g7
B7/8/8/8/2K1B1Np/2P2PkP/1P4P1/3R2R1 w - - 1 45,g4h6
r3kb1r/4ppp1/5n1p/1p5P/8/8/7q/2b1K3 w kq - 0 32,e1f1
8/8/6p1/7p/8/4k3/4b2K/5b2 b - - 1 65,h5h4
4k2r/1K1n1pp1/5n2/4b3/7p/5r2/8/b7 w k - 0 36,b7c8
r1q3k1/1pp4p/2np2pb/2n5/3p4/2r5/5K2/b7 b - - 1 34,h6g7
2B5/7p/Rb4pk/1P1B4/P4P2/3b4/6PP/7K b - - 2 45,b6d4
r1k1qbnr/3n2b1/8/5p1p/5P1P/1p5P/2Kp4/8 w - - 0 41,c2d3
8/8/7B/8/4p3/3b1kp1/2p5/5b1K b - - 3 59,g3g2
8/8/8/4k1K1/1n6/2b5/8/4bq2 b - - 13 76,f1h3
8/5k2/1KP2B2/4B1P1/5P2/8/8/8 w - - 3 60,g5g6
4QBN1/8/R7/3k4/8/2K5/8/2B5 w - - 1 64,g8f6
6QB/8/8/BR6/2N4K/1P1k4/8/8 w - - 1 66,h8g7
8/1k3B2/4K2p/1p6/1b2P1P1/8/7r/b7 w - - 4 41,f7e8
6r1/8/8/8/8/2b2k1K/1n1b4/8 w - - 52 104,h3h4
8/6kp/B5p1/3B4/5P2/2b2KP1/7P/8 w - - 5 52,a6c8
8/6k1/3K4/3R3B/8/8/B7/8 w - - 45 81,h5g4
8/8/8/8/8/3nk1K1/6p1/5b1b w - - 0 69,g3h4
8/8/8/3b4/bk6/p7/1pK5/7n w - - 6 66,c2d3
8/K7/8/2nk2b1/8/2b5/3n3p/1r6 b - - 1 72,h2h1r
8/8/8/2b5/4p2b/8/K3pk2/n7 b - - 3 87,h4g5
rn1bkbnr/8/4q3/8/8/3K4/8/8 b - - 11 97,h8h7
rnbqkQnr/pppp3p/8/8/8/1P6/P4PPP/RNBbKBNR b KQkq - 0 7,e8f8
8/8/8/3k4/5K2/Bp2Q3/8/2B5 b - - 2 56,d5c6
2R3B1/k7/8/7P/8/1R6/P1P2PB1/6K1 b - - 14 52,a7a6
8/8/2b5/1k6/p7/1p3b2/1K6/7n b - - 3 60,b5c4
8/8/8/p7/Pk6/7b/3r3K/2r2b2 w - - 13 61,h2h1
8/7k/8/5K2/6p1/8/6rr/bnb5 w - - 0 57,f5e6
3B4/7k/1B1K1R2/5N2/8/8/8/8 w - - 33 82,f6h6
8/3b4/2b5/8/2r5/3r4/8/3k1K2 b - - 13 74,d7h3
2B5/7p/4Bkp1/8/4KPPP/8/1b6/8 w - - 7 58,e6c4
7r/1B1B1p2/R7/4p1kp/6p1/4KPP1/8/3R4 b - - 2 47,g4f3
2r5/8/4k3/p4b2/P7/4r3/1Kp5/5b2 b - - 1 51,f5h7
6k1/7p/6p1/8/r7/4K3/r3b3/5b2 b - - 3 52,h7h6
8/6pk/4bp2/3br3/8/6K1/8/8 b - - 17 70,h7h6
8/8/8/2q5/3b4/3K4/8/2k3b1 w - - 20 75,d3e4
R1BR4/4k3/1P6/8/8/5BK1/8/8 b - - 0 51,e7f7
4r3/K7/1p6/kb6/p1p5/8/5pp1/7b b - - 1 59,f2f1r
8/8/8/2B5/5k2/Q3N3/1PPB2PP/6K1 w - - 1 42,h2h4
b7/4k3/1K6/3b4/n1q5/8/8/8 w - - 22 87,b6a7
8/8/6K1/3QB3/8/4B3/6P1/1k6 w - - 5 63,g6h7
8/2R5/2Bp4/3B2k1/P1P5/5R2/7P/6K1 b - - 0 47,g5h6
5k2/1b6/8/8/8/1RB5/4KBq1/8 b - - 1 44,b7a6
8/8/8/K1p1k3/4n3/3b4/8/1b1n4 w - - 0 62,a5b6
r3k2r/pp3p1p/1q4p1/2K3P1/2Bn1Pb1/P1P1p3/7P/3b2NR w kq - 1 28,c5d5
1k3B2/8/8/6B1/5P2/8/PPP3PP/R4RK1 b - - 0 38,b8c8
8/8/8/2q5/3bK3/8/8/2k3b1 b - - 21 75,g1h2
4B3/1k1Q4/8/8/p1B4p/P6K/1P6/8 b - - 5 55,b7b8
5R1B/4Q3/5B2/8/6k1/8/P4K2/8 w - - 11 60,h8g7
8/8/8/3PB2p/4KB2/4P3/5kP1/8 b - - 0 64,f2e2
1n2kb1r/5ppp/5n2/3P4/2K5/5P2/r5PP/b7 b k - 0 27,a2g2
8/4k2p/8/8/5q2/7p/4p3/3b1bK1 b - - 1 64,h7h6
2b5/p7/4p1k1/2n1r3/8/2K5/8/1q1b4 w - - 2 48,c3d4
3B4/6k1/3R4/2BK4/3N4/8/8/8 b - - 24 77,g7h8
K7/8/P3kb2/8/8/8/1q6/4b3 w - - 0 59,a8a7
2B5/3B4/5k1p/3K1PpP/6P1/8/3b4/8 b - - 7 63,d2c1
k4BNB/3RP3/3K4/8/8/8/8/8 w - - 1 83,h8g7
5B2/6PR/8/8/1B6/Pk5P/5K2/8 w - - 1 49,h7h8
8/8/8/8/3b1ppp/3k4/5K2/1qb5 w - - 2 61,f2g2
8/1k6/5B2/8/4PBK1/3Q4/8/8 w - - 1 65,g4h5
4N3/8/1B6/p7/P7/4Bk2/1P6/2KR4 w - - 9 51,d1h1
6RB/Q7/5B2/8/2k5/8/P4K2/8 b - - 0 54,c4d5
8/6k1/1r6/6pp/5p2/1b3P1P/5KP1/3b4 w - - 0 53,f2g1
1R5B/Q7/5B2/1k6/8/8/P4K2/8 b - - 2 55,b5c6
r7/2p4P/4k3/pp2rb2/3K4/P7/8/5b2 b - - 0 40,f5h7
8/8/8/8/6b1/4q3/k7/3K3b w - - 4 53,d1c2
4B3/7p/1p1Q4/4R3/8/2kB4/P1p2K1P/R7 w - - 2 34,h2h4
r1bB1r1R/pppk4/3p2Q1/4B3/4p3/1P2P3/P1PP1P2/RN2K1N1 b Q - 0 21,f8d8
5B2/6k1/3B4/7Q/7p/7K/8/8 b - - 0 59,g7g8
5BQB/8/8/8/7k/8/8/7K w - - 1 58,h8f6
8/R7/8/8/8/1K6/1b6/bk6 w - - 0 81,a7a8
6k1/8/6BK/5P2/4B3/8/8/8 b - - 4 67,g8f8
8/2K5/8/3B2k1/2B1Q3/8/8/8 w - - 25 82,e4h7
r3kbnr/1R5p/7p/R7/3pP3/3P1K1N/5PPP/b7 w - - 0 26,a5a8
1B6/6pk/7p/3n4/4Rp2/P4P2/5BPP/6K1 w - - 1 45,b8f4
8/8/8/pBp2R2/1k6/1B1P3P/PrP3PK/8 b - - 0 40,b2b1
2B5/3Bk1b1/7p/5PpP/6P1/5K2/8/8 b - - 39 79,g7b2
3B4/5P2/8/7p/kb6/8/6PB/7K b - - 0 55,b4f8
6Q1/8/1P6/2R5/3B4/3k4/1P3B2/7K b - - 0 52,d3e4
4k2r/1K1n1pp1/5n2/4b3/8/5r1p/8/b7 b k - 1 37,h8h7
4QBR1/8/8/p1p5/1pk5/8/PPPB1KPP/8 b - - 0 38,c4d5
6k1/1K6/1b6/1q6/3bn3/2n5/8/8 b - - 15 69,g8h8
B1B5/8/8/5P1p/2N2kp1/8/6PP/5RK1 b - - 4 42,f4g5
r4rk1/p4pp1/P1qb3p/1p3P1P/2n1P2P/8/4K3/2b5 b - - 1 32,g8h8
8/8/1b6/p1qK4/3b4/5p2/6k1/8 w - - 10 82,d5e6
3B1b2/8/8/5P1p/kP6/8/6PB/6K1 b - - 0 52,a4b4
1NB5/3R4/1R6/8/3k4/5BK1/8/8 b - - 8 57,d4e5
8/6P1/8/2R5/3B4/1P3k2/1P3B2/7K b - - 0 48,f3g4
8/1B6/4B2k/3R1P2/8/8/8/Q1K5 w - - 5 55,f5f6
r4bnr/p5pp/8/8/8/3k1K2/1P3PPP/n3b2q b - - 3 30,h7h5
8/8/p7/6p1/8/7k/P3bK2/5b2 w - - 4 47,f2e3
1B1B4/1r6/5ppR/4pk1p/7P/5P2/6PK/1b6 w - - 8 50,b8c7
6B1/7R/3kBp2/R3pP2/2P1K3/1Pb5/P7/8 w - - 1 47,h7d7
5BQ1/8/5B2/8/7k/8/8/7K b - - 2 58,h4h5
8/8/2b1p3/5ppb/3k4/5nK1/8/8 w - - 0 68,g3h3
2k5/2p2pp1/3bp3/8/6n1/3n1K2/2p4r/b7 w - - 0 47,f3g4
B1B5/5P2/8/7p/2N4k/6pP/6P1/5RK1 b - - 0 45,h4g5
4r3/5k1p/8/8/3n4/3K3p/5b2/b7 w - - 0 37,d3d2
7k/4K1B1/6Q1/p7/P7/6p1/3B4/8 b - - 4 61,h8g8
4k3/r7/8/3pB1n1/3B1R2/5PK1/8/8 w - - 0 48,d4a7
8/8/p7/8/b5p1/P6k/5Kb1/8 b - - 3 51,g4g3
8/8/8/8/5kBn/6NB/7P/7K w - - 5 57,g4h5
1BQ4B/4k3/6K1/8/8/8/8/8 w - - 1 59,h8f6
8/K7/8/6bB/3k4/2b1n2p/8/1rn5 b - - 1 66,h3h2
3B2k1/8/4R2B/6PP/P7/8/1P6/5RK1 b - - 0 45,g8h8
R1B5/7p/6pk/3B4/PP1b1P2/3b4/6PP/7K w - - 1 44,c8b7
4k3/5pp1/K1Pp1b1p/8/2q4P/8/8/4b3 w - - 1 39,a6b7
7B/8/4k3/4B3/8/5KN1/8/6R1 b - - 10 76,e6d7
7B/8/8/BR4P1/2N1k2K/1P6/8/8 w - - 1 63,h8f6
5B1k/4K3/6Q1/p7/P7/6p1/3B4/8 w - - 3 61,g6h6
4k3/2b5/3bq3/2n4r/r3n3/8/5K2/8 w - - 36 110,f2g2
7B/8/6k1/8/8/5K2/8/B3R2N w - - 17 80,h8f6
8/8/8/2n5/3k3b/Kpb5/8/8 b - - 5 62,c5e6
8/8/8/8/8/3b1kp1/2pBp3/5bK1 b - - 1 61,g3g2
8/6P1/3B4/1pB5/1P1P4/Pk6/8/5K2 b - - 0 53,b3c4
3B1B2/7P/8/5KP1/8/6k1/8/8 w - - 1 60,h7h8q
8/8/8/3p3p/3P1q2/1k6/3B2b1/4Kb2 b - - 7 57,f4h4
8/8/2kb4/K7/3b4/8/1r6/8 b - - 45 97,d6h2
6B1/8/p7/1p2k2B/4P3/8/PP2N3/2K5 w - - 0 43,g8d5
8/4B3/3Q4/8/6K1/1kB5/8/R7 b - - 26 81,b3c4
8/8/4Kb2/8/5b2/3q4/3k4/8 b - - 35 82,f6h8
B5B1/8/3k4/8/5P2/4Q1K1/6P1/8 b - - 0 60,d6d7
8/8/5b2/5K2/q7/4b3/6k1/8 w - - 8 69,f5g6
4B3/6k1/8/8/8/4K3/B7/6R1 b - - 2 59,g7f6
1k1K4/2p3p1/6b1/p3r2p/2bP1Q1P/N1R2PP1/PrB5/4B3 w - - 4 45,f4e5
4K3/8/5k1b/5q2/1n6/8/8/4b3 b - - 23 81,h6g7
3k3N/1P1B4/4B3/4QP2/2P2N2/8/5PK1/8 b - - 0 59,d8e7
Bnk4r/2q1bppp/1p2p3/1Bp1P2b/Q4P2/8/1P4PP/2R2RK1 b - - 0 31,h8d8
6k1/6P1/2p5/2Kb4/8/6q1/8/5b1n w - - 0 58,c5d4
8/8/3Kbp2/3b1r1k/2n5/8/8/8 w - - 6 82,d6e7
8/8/8/8/2K5/6b1/2k5/4r1b1 w - - 8 79,c4b4
1B6/2P5/3B4/3k4/6p1/8/4KPPP/8 w - - 0 56,d6g3
3B4/2B2R2/5pp1/4pk1p/7P/1r3P2/6PK/1b6 b - - 13 52,f5e6
2B5/3B4/3b1k1p/5PpP/4K1P1/8/8/8 w - - 30 75,c8b7
8/5k2/5B2/1KP1B1P1/5P2/8/8/8 w - - 1 58,f4f5
8/8/4p3/5kb1/4p3/8/3b2K1/n7 w - - 6 62,g2h3
